,Date,Open,Close,Change (%)
481,2017-04-06,11.84,12.0,+2.56%
482,2017-04-05,11.84,11.7,-0.85%
483,2017-04-04,11.5,11.8,+2.61%
484,2017-04-03,11.56,11.5,+0.88%
485,2017-03-31,11.76,11.4,-1.72%
486,2017-03-30,11.84,11.6,-1.19%
487,2017-03-29,11.68,11.74,+1.03%
488,2017-03-28,11.6,11.62,+1.04%
489,2017-03-27,11.5,11.5,+0.00%
490,2017-03-24,11.64,11.5,-1.03%
491,2017-03-23,11.58,11.62,+0.52%
492,2017-03-22,11.74,11.56,-1.7%
493,2017-03-21,11.8,11.76,-0.84%
494,2017-03-20,11.86,11.86,+0.00%
495,2017-03-17,12.24,11.86,-1.5%
496,2017-03-16,12.28,12.04,-1.79%
497,2017-03-15,12.36,12.26,-0.81%
498,2017-03-14,12.5,12.36,-1.28%
499,2017-03-13,12.46,12.52,+0.48%
500,2017-03-10,12.38,12.46,+0.81%
501,2017-03-09,12.4,12.36,-0.32%
502,2017-03-08,12.76,12.4,-2.21%
503,2017-03-07,12.8,12.68,-0.94%
504,2017-03-06,13.06,12.8,-1.99%
505,2017-03-03,13.06,13.06,+1.56%
506,2017-03-02,12.86,12.86,+0.00%
507,2017-03-01,12.72,12.86,+1.42%
508,2017-02-28,13.1,12.68,-3.21%
509,2017-02-27,13.06,13.1,+0.77%
510,2017-02-24,13.18,13.0,-1.37%
511,2017-02-23,13.16,13.18,+0.15%
512,2017-02-22,13.16,13.16,+0.00%
513,2017-02-21,13.2,13.16,+1.23%
514,2017-02-20,13.0,13.0,+0.00%
515,2017-02-17,13.1,13.0,-0.31%
516,2017-02-16,13.0,13.04,-0.46%
517,2017-02-15,13.08,13.1,+0.46%
518,2017-02-14,12.94,13.04,+0.00%
519,2017-02-13,13.12,13.04,+0.31%
520,2017-02-10,13.18,13.0,-0.76%
521,2017-02-10,13.18,13.0,-0.76%
522,2017-02-09,13.18,13.1,+0.92%
523,2017-02-08,12.98,12.98,+0.00%
524,2017-02-07,13.08,12.98,-0.92%
525,2017-02-06,13.04,13.1,+1.08%
