,Date,Open,Close,Change (%)
312,2017-11-22,254.0,255.0,+0.39%
313,2017-11-21,256.2,254.0,-1.17%
314,2017-11-20,260.0,257.0,-1.08%
315,2017-11-17,260.0,259.8,+0.39%
316,2017-11-16,256.0,258.8,+1.17%
317,2017-11-15,258.8,255.8,-1.46%
318,2017-11-14,257.0,259.6,+1.01%
319,2017-11-13,253.0,257.0,+2.31%
320,2017-11-10,254.0,251.2,-0.71%
321,2017-11-09,252.0,253.0,+0.40%
322,2017-11-08,253.2,252.0,-0.55%
323,2017-11-07,251.6,253.4,+0.96%
324,2017-11-06,248.2,251.0,+1.13%
325,2017-11-03,251.4,248.2,-1.27%
326,2017-11-02,248.4,251.4,+0.96%
327,2017-11-02,248.4,251.4,+0.96%
328,2017-11-01,250.0,249.0,+0.00%
329,2017-10-31,250.0,249.0,+0.00%
330,2017-10-30,250.0,249.0,-0.32%
331,2017-10-27,250.0,249.8,-0.08%
332,2017-10-26,250.2,250.0,+0.00%
333,2017-10-25,248.6,250.0,+0.81%
334,2017-10-24,249.0,248.0,-0.4%
335,2017-10-23,246.0,249.0,+1.22%
336,2017-10-20,247.0,246.0,-0.4%
337,2017-10-19,245.4,247.0,+0.41%
338,2017-10-18,245.2,246.0,+0.41%
339,2017-10-17,246.0,245.0,-0.81%
340,2017-10-16,244.8,247.0,+0.00%
341,2017-10-13,244.8,247.0,+0.98%
342,2017-10-12,244.6,244.6,+0.25%
343,2017-10-11,245.0,244.0,-0.41%
344,2017-10-10,244.0,245.0,-0.33%
345,2017-10-09,242.2,245.8,+1.49%
346,2017-10-06,241.8,242.2,+0.17%
347,2017-10-05,242.8,241.8,-0.25%
348,2017-10-04,242.6,242.4,+0.17%
349,2017-10-03,242.6,242.0,-0.25%
350,2017-10-02,244.0,242.6,-0.49%
351,2017-09-29,243.0,243.8,+0.74%
352,2017-09-28,248.0,242.0,-2.73%
353,2017-09-27,249.0,248.8,-0.4%
354,2017-09-26,245.0,249.8,+1.96%
355,2017-09-25,244.8,245.0,+0.08%
356,2017-09-22,246.0,244.8,-0.49%
357,2017-09-21,242.6,246.0,+1.65%
358,2017-09-20,244.0,242.0,-0.82%
359,2017-09-19,246.4,244.0,+0.41%
360,2017-09-18,243.0,243.0,+0.00%
361,2017-09-15,245.0,243.0,+0.41%
362,2017-09-14,242.0,242.0,+0.00%
363,2017-09-13,240.0,242.0,-0.82%
364,2017-09-12,244.0,244.0,+0.00%
365,2017-09-11,244.0,244.0,+0.00%
366,2017-09-08,245.8,244.0,-0.65%
367,2017-09-07,243.0,245.6,+1.91%
368,2017-09-06,243.0,241.0,-1.23%
369,2017-09-05,238.0,244.0,+2.52%
370,2017-09-04,238.2,238.0,-0.08%
371,2017-09-01,238.0,238.2,+0.00%
372,2017-08-31,238.0,238.2,-0.25%
373,2017-08-30,238.6,238.8,+0.00%
374,2017-08-29,240.0,238.8,-0.08%
375,2017-08-28,239.8,239.0,+0.00%
376,2017-08-25,239.8,239.0,-0.42%
377,2017-08-24,239.4,240.0,+0.33%
378,2017-08-23,240.0,239.2,-0.33%
379,2017-08-22,235.2,240.0,+2.04%
380,2017-08-21,237.2,235.2,+0.00%
381,2017-08-18,237.2,235.2,-1.26%
382,2017-08-17,238.0,238.2,-0.33%
383,2017-08-16,225.4,239.0,+6.22%
384,2017-08-15,222.0,225.0,+1.35%
385,2017-08-14,216.0,222.0,+2.59%
386,2017-08-11,217.0,216.4,-0.28%
387,2017-08-10,217.0,217.0,+0.00%
388,2017-08-09,219.0,217.0,-0.91%
389,2017-08-08,219.4,219.0,+0.00%
390,2017-08-07,216.0,219.0,+1.77%
391,2017-08-04,215.8,215.2,-0.37%
392,2017-08-03,219.0,216.0,-0.92%
393,2017-08-02,223.0,218.0,-2.24%
394,2017-08-01,225.0,223.0,-0.89%
395,2017-08-01,225.0,223.0,-0.89%
396,2017-07-31,221.8,225.0,+1.35%
397,2017-07-28,218.0,222.0,+1.37%
398,2017-07-27,216.8,219.0,+1.01%
399,2017-07-26,217.8,216.8,-0.46%
400,2017-07-25,219.0,217.8,-0.64%
401,2017-07-24,221.8,219.2,-1.17%
402,2017-07-21,220.0,221.8,+0.82%
403,2017-07-20,220.4,220.0,+1.38%
404,2017-07-19,217.0,217.0,+0.00%
405,2017-07-18,215.4,217.0,+0.84%
406,2017-07-17,215.2,215.2,+0.09%
407,2017-07-14,214.6,215.0,+0.19%
408,2017-07-13,213.0,214.6,+1.23%
409,2017-07-12,208.0,212.0,+1.92%
410,2017-07-11,207.8,208.0,+0.00%
411,2017-07-10,208.0,208.0,+0.00%
412,2017-07-07,207.8,208.0,+0.39%
413,2017-07-06,207.8,207.2,-0.38%
414,2017-07-05,208.0,208.0,+0.00%
415,2017-07-04,207.0,208.0,+0.87%
416,2017-07-03,204.0,206.2,+1.08%
417,2017-06-30,205.4,204.0,-0.68%
418,2017-06-29,209.0,205.4,-1.53%
419,2017-06-28,210.0,208.6,-0.67%
420,2017-06-27,212.0,210.0,-0.47%
421,2017-06-26,212.8,211.0,+0.00%
422,2017-06-23,212.8,211.0,-0.85%
423,2017-06-22,215.4,212.8,-1.21%
424,2017-06-21,215.0,215.4,+0.19%
425,2017-06-20,216.0,215.0,-0.46%
426,2017-06-19,217.0,216.0,-0.46%
427,2017-06-16,215.2,217.0,+0.84%
428,2017-06-15,215.0,215.2,-0.09%
429,2017-06-14,214.2,215.4,+0.56%
430,2017-06-13,215.8,214.2,-0.74%
431,2017-06-12,217.0,215.8,+0.00%
432,2017-06-09,217.0,215.8,+0.00%
433,2017-06-08,216.8,215.8,-0.37%
434,2017-06-07,214.8,216.6,+0.84%
435,2017-06-06,216.0,214.8,-0.56%
436,2017-06-05,214.0,216.0,+0.93%
437,2017-06-02,215.6,214.0,+4.59%
438,2017-06-01,204.6,204.6,+0.00%
439,2017-05-31,203.8,204.6,+0.39%
440,2017-05-30,203.6,203.8,+0.39%
441,2017-05-29,201.6,203.0,+0.79%
442,2017-05-26,207.0,201.4,-2.71%
443,2017-05-25,206.2,207.0,+0.39%
444,2017-05-24,201.0,206.2,+2.59%
445,2017-05-23,204.0,201.0,-0.59%
446,2017-05-22,203.0,202.2,-0.39%
447,2017-05-19,201.0,203.0,+1.50%
448,2017-05-18,200.0,200.0,-2.44%
449,2017-05-17,205.4,205.0,+0.00%
450,2017-05-16,205.6,205.0,-0.49%
451,2017-05-15,212.0,206.0,-2.83%
452,2017-05-12,213.0,212.0,-0.47%
453,2017-05-11,212.0,213.0,+0.95%
454,2017-05-10,219.0,211.0,-3.65%
455,2017-05-09,218.8,219.0,+0.18%
456,2017-05-08,216.0,218.6,+1.20%
457,2017-05-05,213.4,216.0,+1.22%
458,2017-05-05,213.4,216.0,+1.22%
459,2017-05-04,213.8,213.4,+0.09%
460,2017-05-03,215.8,213.2,-1.2%
461,2017-05-02,213.4,215.8,+2.76%
462,2017-05-01,214.0,210.0,+0.00%
463,2017-04-28,214.0,210.0,+0.00%
464,2017-04-27,214.0,210.0,-1.87%
465,2017-04-26,214.0,214.0,+0.00%
466,2017-04-25,210.6,214.0,+1.71%
467,2017-04-24,208.0,210.4,+1.15%
468,2017-04-21,205.4,208.0,+1.46%
469,2017-04-20,204.0,205.0,+0.79%
470,2017-04-19,205.0,203.4,-1.74%
471,2017-04-18,209.0,207.0,-0.96%
472,2017-04-17,209.0,209.0,+0.10%
473,2017-04-14,207.6,208.8,+0.00%
474,2017-04-13,207.6,208.8,+0.00%
475,2017-04-12,207.6,208.8,+0.58%
476,2017-04-11,208.6,207.6,-0.48%
477,2017-04-10,210.0,208.6,-0.86%
478,2017-04-07,200.0,210.4,+5.20%
479,2017-04-06,198.2,200.0,+0.91%
480,2017-04-05,198.5,198.2,+0.10%
481,2017-04-04,197.0,198.0,+0.51%
482,2017-04-03,197.5,197.0,-0.25%
483,2017-03-31,191.1,197.5,+1.54%
484,2017-03-30,189.0,194.5,+3.46%
485,2017-03-29,183.1,188.0,+3.01%
486,2017-03-28,184.0,182.5,+0.22%
487,2017-03-27,189.0,182.1,-3.14%
488,2017-03-24,191.9,188.0,-1.16%
489,2017-03-23,193.9,190.2,-0.42%
490,2017-03-22,193.9,191.0,-1.55%
491,2017-03-21,191.1,194.0,+0.62%
492,2017-03-20,193.2,192.8,-0.21%
493,2017-03-17,197.0,193.2,-1.43%
494,2017-03-16,196.3,196.0,+0.00%
495,2017-03-15,197.0,196.0,-0.51%
496,2017-03-14,197.6,197.0,+0.10%
497,2017-03-13,195.0,196.8,+1.44%
498,2017-03-10,197.1,194.0,-1.57%
499,2017-03-09,194.0,197.1,+1.70%
500,2017-03-08,195.2,193.8,-0.56%
501,2017-03-07,198.0,194.9,-1.57%
502,2017-03-06,201.0,198.0,-1.49%
503,2017-03-03,203.4,201.0,-0.89%
504,2017-03-02,202.8,202.8,+0.00%
505,2017-03-01,202.0,202.8,+0.50%
506,2017-02-28,202.8,201.8,-0.59%
507,2017-02-27,202.0,203.0,+0.59%
508,2017-02-24,203.0,201.8,-0.59%
509,2017-02-23,202.2,203.0,+0.59%
510,2017-02-22,206.0,201.8,-2.04%
511,2017-02-21,205.0,206.0,+0.49%
512,2017-02-20,205.0,205.0,+0.00%
513,2017-02-17,206.2,205.0,-0.49%
514,2017-02-16,202.2,206.0,+2.28%
515,2017-02-15,209.0,201.4,-2.23%
516,2017-02-14,206.0,206.0,-0.48%
517,2017-02-13,206.0,207.0,+0.49%
518,2017-02-10,206.0,206.0,+0.00%
519,2017-02-09,207.4,206.0,+0.00%
520,2017-02-08,207.4,206.0,-0.29%
521,2017-02-07,208.0,206.6,-0.67%
522,2017-02-06,206.6,208.0,+0.97%
523,2017-02-06,206.6,208.0,+0.97%
524,2017-02-03,206.4,206.0,-0.19%
525,2017-02-02,208.0,206.4,-0.29%
526,2017-02-01,209.0,207.0,-0.96%
527,2017-01-31,209.0,209.0,+0.00%
528,2017-01-30,209.0,209.0,+0.48%
529,2017-01-27,207.0,208.0,+0.48%
530,2017-01-26,208.0,207.0,-0.1%
531,2017-01-25,209.8,207.2,+0.58%
532,2017-01-24,208.4,206.0,-0.48%
533,2017-01-23,206.0,207.0,+1.97%
534,2017-01-20,206.2,203.0,-0.98%
535,2017-01-19,204.8,205.0,+0.99%
536,2017-01-18,206.0,203.0,-1.36%
537,2017-01-17,212.0,205.8,-1.53%
538,2017-01-16,212.0,209.0,-1.42%
539,2017-01-13,214.0,212.0,-0.93%
540,2017-01-12,219.6,214.0,-2.55%
541,2017-01-11,220.0,219.6,+0.27%
542,2017-01-10,215.0,219.0,+1.86%
543,2017-01-09,214.0,215.0,+0.94%
544,2017-01-06,214.2,213.0,-0.47%
545,2017-01-05,206.0,214.0,+3.88%
546,2017-01-04,200.0,206.0,+3.00%
547,2017-01-03,194.6,200.0,+3.09%
548,2017-01-02,199.3,194.0,+0.00%
549,2016-12-30,199.3,194.0,+0.00%
550,2016-12-29,199.3,194.0,-3%
551,2016-12-28,195.0,200.0,+4.93%
552,2016-12-27,190.6,190.6,+0.00%
553,2016-12-26,186.0,190.6,+0.00%
554,2016-12-23,186.0,190.6,+2.75%
555,2016-12-22,190.0,185.5,-2.37%
556,2016-12-21,194.0,190.0,-2.56%
557,2016-12-20,195.1,195.0,+0.00%
558,2016-12-19,205.0,195.0,-4.88%
559,2016-12-16,207.0,205.0,-0.49%
560,2016-12-15,210.0,206.0,-1.9%
561,2016-12-14,212.4,210.0,-2.33%
562,2016-12-13,211.4,215.0,+1.70%
563,2016-12-12,217.0,211.4,-2.58%
564,2016-12-09,216.0,217.0,+0.00%
565,2016-12-08,213.8,217.0,+3.33%
566,2016-12-07,209.2,210.0,+0.96%
567,2016-12-06,212.8,208.0,-2.26%
568,2016-12-05,218.6,212.8,-2.83%
569,2016-12-02,215.0,219.0,+3.30%
570,2016-12-01,217.0,212.0,-1.76%
571,2016-11-30,209.4,215.8,+0.00%
572,2016-11-29,209.4,215.8,+2.76%
573,2016-11-28,217.0,210.0,+0.00%
574,2016-11-28,217.0,210.0,-3.23%
575,2016-11-25,214.0,217.0,+2.17%
576,2016-11-24,210.0,212.4,+1.14%
577,2016-11-23,216.0,210.0,-2.78%
578,2016-11-22,213.8,216.0,+1.89%
579,2016-11-21,210.0,212.0,+1.44%
580,2016-11-18,214.0,209.0,-1.32%
581,2016-11-17,213.0,211.8,+1.15%
582,2016-11-16,210.4,209.4,+0.67%
583,2016-11-15,231.0,208.0,-9.96%
584,2016-11-14,235.0,231.0,+0.00%
585,2016-11-11,233.0,231.0,-3.67%
586,2016-11-10,240.0,239.8,+3.36%
587,2016-11-09,242.0,232.0,-3.73%
588,2016-11-08,233.0,241.0,+4.60%
589,2016-11-08,233.0,241.0,+4.60%
590,2016-11-07,235.0,230.4,-1.96%
591,2016-11-04,232.8,235.0,+1.21%
592,2016-11-03,236.0,232.2,-1.61%
593,2016-11-02,238.2,236.0,-0.84%
594,2016-11-01,243.0,238.0,+0.00%
595,2016-10-31,243.0,238.0,+0.00%
596,2016-10-28,243.0,238.0,-2.06%
597,2016-10-27,246.0,243.0,-1.62%
598,2016-10-26,246.2,247.0,+0.41%
599,2016-10-25,248.0,246.0,-1.91%
600,2016-10-24,248.0,250.8,+1.54%
601,2016-10-21,248.2,247.0,-0.48%
602,2016-10-20,250.0,248.2,-0.88%
603,2016-10-19,246.0,250.4,+1.79%
604,2016-10-18,244.0,246.0,+3.97%
605,2016-10-17,241.0,236.6,-1.83%
606,2016-10-14,241.0,241.0,+0.00%
